account_id,company_size,plan,monthly_revenue,tenure_months,login_count_30d,feature_adoption_pct,support_tickets_90d,nps_score,contract_end_days,last_login_days_ago,billing_failures_6m,integrations_active,onboarding_complete,cs_health_score,churned_90d
ACCT-0856,Small,Enterprise,358.48,1,15,46.1,2,10,350,3,0,1,False,8.0,0
ACCT-0857,Medium,Starter,1292.27,11,11,74.3,4,7,201,4,0,0,True,5.0,0
ACCT-0858,Medium,Pro,1366.92,40,18,73.6,1,N/A,220,3,0,0,True,8.0,0
ACCT-0859,Small,Starter,954.3,15,14,3.6,3,MISSING,54,8,2,1,false,9.0,0
ACCT-0860,Large,Starter,1714.36,32,11,21.0,0,4,288,1,1,3,True,4.0,0
ACCT-0861,Medium,Pro,259.19,60,12,7.7,0,N/A,162,1,0,0,True,4.0,0
ACCT-0862,Medium,Starter,2524.45,3,11,43.5,3,9,92,9,1,1,True,7.0,0
ACCT-0863,Medium,Pro,2249.79,21,11,56.8,2,3,58,6,1,2,False,5.0,1
ACCT-0864,Medium,Pro,1198.11,20,10,29.1,0,10,64,4,0,6,false,10.0,0
ACCT-0865,Medium,Starter,2766.78,60,16,60.1,3,10,344,1,1,2,1,1.0,0
ACCT-0866,Small,Starter,176.74,60,14,31.7,2,9,269,4,0,2,1,8.0,0
ACCT-0867,Small,Pro,437.22,21,10,20.6,2,MISSING,327,12,0,2,1,,0
ACCT-0868,Enterprise,Starter,369.35,5,9,36.8,2,9,14,18,0,2,1,8.0,0
ACCT-0869,Enterprise,Business,1184.63,29,17,11.3,3,MISSING,222,10,1,2,false,2.0,0
ACCT-0870,Medium,Pro,287.12,2,12,62.1,1,9,342,0,0,4,True,4.0,0
ACCT-0871,Small,Business,1219.26,27,12,77.1,1,3,20,9,0,2,1,2.0,0
ACCT-0872,Medium,Pro,1991.07,43,16,61.4,4,8,34,2,1,1,True,5.0,0
ACCT-0873,Medium,Pro,1159.98,9,11,56.1,1,5,23,3,0,1,1,,0
ACCT-0874,Small,Pro,834.64,18,15,56.6,3,10,191,2,0,3,False,10.0,0
ACCT-0875,Small,Starter,301.78,10,12,32.9,4,N/A,41,12,1,1,True,8.0,0
ACCT-0876,Large,Starter,337.82,10,12,55.8,1,8,345,8,0,3,false,7.0,0
ACCT-0877,Large,Business,1807.49,7,11,26.6,2,3,137,8,0,3,0,5.0,0
ACCT-0878,Small,Pro,1240.76,26,16,33.5,2,8,155,9,1,1,False,7.0,0
ACCT-0879,Small,Business,644.7,50,11,53.5,0,3,112,2,1,0,0,5.0,0
ACCT-0880,Small,Business,476.12,51,14,34.2,1,N/A,-12,5,0,2,False,7.0,0
ACCT-0881,Large,Business,131.55,3,13,39.6,1,N/A,-21,8,0,3,false,4.0,0
ACCT-0882,Small,Enterprise,282.4,37,11,29.0,0,MISSING,241,8,1,0,False,4.0,0
ACCT-0883,Small,Pro,3069.09,24,20,61.0,1,4,140,13,0,2,True,10.0,0
ACCT-0884,Large,Starter,238.8,5,12,43.8,2,9,333,3,0,2,true,4.0,0
ACCT-0885,Small,Pro,774.01,1,10,62.8,1,9,-15,12,1,4,true,8.0,0
ACCT-0886,Large,Starter,1489.14,6,14,16.6,4,MISSING,49,5,0,0,1,1.0,1
ACCT-0887,Small,Pro,243.73,44,10,25.5,2,10,253,9,0,2,1,10.0,1
ACCT-0888,Small,Business,771.06,18,15,47.1,1,4,159,5,0,2,True,,0
ACCT-0889,Small,Pro,1408.57,23,13,61.6,2,8,117,24,0,2,false,10.0,0
ACCT-0890,Large,Starter,671.83,5,16,32.8,1,10,132,2,0,2,True,2.0,1
ACCT-0891,Enterprise,Starter,6599.32,23,9,73.8,2,N/A,234,9,0,1,1,,0
ACCT-0892,Large,Pro,175.06,1,12,17.8,0,MISSING,329,7,0,0,False,4.0,0
ACCT-0893,Medium,Starter,1551.51,8,11,40.0,3,5,107,2,2,1,0,5.0,0
ACCT-0894,Large,Business,579.26,18,14,67.1,0,MISSING,270,1,0,2,True,8.0,0
ACCT-0895,Small,Starter,1233.41,3,8,74.3,0,2,334,13,0,0,True,,0
ACCT-0896,Small,Starter,946.76,31,9,37.0,1,MISSING,-1,1,0,1,false,2.0,1
ACCT-0897,Enterprise,Starter,369.99,5,11,10.4,2,MISSING,273,2,0,3,1,2.0,1
ACCT-0898,Small,Pro,798.87,19,12,34.8,1,10,137,31,0,2,True,8.0,0
ACCT-0899,Small,Pro,150.46,9,11,19.2,2,N/A,60,10,0,1,False,,0
ACCT-0900,Small,Starter,1077.71,16,12,39.5,1,2,60,2,0,2,0,5.0,0
ACCT-0901,Small,Starter,844.32,2,14,41.9,0,1,180,7,0,0,False,,0
ACCT-0902,Small,Pro,1108.68,1,9,26.9,0,3,299,6,0,5,true,6.0,0
ACCT-0903,Medium,Starter,1550.75,43,19,53.0,1,3,269,15,0,2,1,10.0,0
ACCT-0904,Medium,Pro,892.56,6,12,54.3,2,9,143,10,0,1,False,6.0,0
ACCT-0905,Enterprise,Pro,748.8,31,5,49.8,2,5,103,14,0,2,false,2.0,0
ACCT-0906,Large,Starter,328.7,60,8,48.1,2,MISSING,342,2,0,1,0,4.0,0
ACCT-0907,Small,Starter,376.24,4,12,35.8,1,8,-7,8,0,3,1,2.0,0
ACCT-0908,Small,Enterprise,1718.81,6,8,34.4,1,N/A,170,0,0,5,False,10.0,0
ACCT-0909,Medium,Pro,2098.69,20,10,32.0,1,10,188,1,0,5,True,4.0,0
ACCT-0910,Medium,Pro,549.78,60,10,39.8,0,7,-24,10,1,5,1,7.0,0
ACCT-0911,Small,Starter,690.08,45,9,23.5,0,6,-25,0,0,1,False,5.0,0
ACCT-0912,Medium,Pro,322.57,13,11,54.6,0,7,87,7,1,5,True,,0
ACCT-0913,Medium,Starter,1699.7,29,9,45.1,2,N/A,130,15,0,2,true,4.0,0
ACCT-0914,Medium,Pro,1132.67,3,12,29.2,0,10,54,4,0,3,0,10.0,0
ACCT-0915,Medium,Enterprise,3143.13,60,21,19.5,2,6,335,0,0,2,1,10.0,0
ACCT-0916,Small,Starter,329.42,60,12,11.3,2,MISSING,217,10,0,2,1,3.0,0
ACCT-0917,Enterprise,Starter,491.56,3,18,32.9,1,2,135,21,0,1,False,6.0,0
ACCT-0918,Large,Starter,800.44,6,10,31.2,4,N/A,114,10,0,1,true,2.0,0
ACCT-0919,Small,Starter,1115.65,2,9,69.0,1,8,0,7,0,2,false,,1
ACCT-0920,Enterprise,Starter,559.74,6,15,21.7,3,N/A,364,2,0,0,False,8.0,0
ACCT-0921,Medium,Starter,330.84,30,15,26.4,2,MISSING,189,0,1,6,False,2.0,0
ACCT-0922,Enterprise,Business,1346.31,9,14,8.6,1,N/A,102,9,0,4,false,9.0,0
ACCT-0923,Large,Pro,1184.3,2,12,46.7,5,8,33,2,0,0,false,,0
ACCT-0924,Medium,Starter,319.57,8,17,26.5,5,4,45,16,0,1,false,8.0,0
ACCT-0925,Small,Enterprise,1967.18,60,10,47.4,0,MISSING,100,5,0,0,0,8.0,0
ACCT-0926,Small,Starter,1696.22,18,9,37.0,3,8,281,6,0,0,false,,0
ACCT-0927,Medium,Enterprise,740.58,10,16,53.6,2,2,288,11,0,3,false,10.0,0
ACCT-0928,Medium,Starter,708.87,3,11,61.6,1,N/A,330,12,1,4,True,6.0,0
ACCT-0929,Small,Business,1036.13,60,10,26.2,3,6,7,8,0,3,True,1.0,0
ACCT-0930,Small,Pro,333.83,31,8,44.6,2,1,23,22,0,0,false,2.0,1
ACCT-0931,Large,Business,681.32,6,9,28.1,2,MISSING,99,32,0,1,0,7.0,1
ACCT-0932,MISSING,Enterprise,118.88,1,11,72.0,1,9,187,23,0,1,0,,0
ACCT-0933,Medium,Starter,1340.99,1,6,49.5,2,6,-29,14,1,2,true,9.0,0
ACCT-0934,Small,Enterprise,190.72,2,13,23.3,0,N/A,215,10,1,4,0,3.0,1
ACCT-0935,Small,Starter,2214.4,16,11,39.2,1,MISSING,109,9,0,0,true,4.0,0
ACCT-0936,Small,Starter,510.76,48,12,31.1,3,0,265,1,0,1,false,3.0,0
ACCT-0937,Enterprise,Starter,561.53,12,8,74.0,1,N/A,227,3,0,1,0,7.0,0
ACCT-0938,Small,Pro,402.55,33,7,14.1,3,N/A,74,0,0,1,True,2.0,0
ACCT-0939,Medium,Starter,528.25,11,13,47.4,1,5,350,1,0,0,true,,0
ACCT-0940,Small,Pro,2069.01,22,9,52.3,2,9,305,5,0,4,True,2.0,0
ACCT-0941,Medium,Pro,90.9,24,9,62.0,0,3,154,1,1,3,False,2.0,0
ACCT-0942,Large,Business,1847.47,3,9,8.1,0,N/A,272,19,0,2,True,4.0,0
ACCT-0943,Large,Business,871.68,8,12,61.3,0,MISSING,213,13,0,2,false,8.0,0
ACCT-0944,Small,Pro,253.25,18,8,40.0,2,3,133,1,0,3,0,8.0,0
ACCT-0945,Small,Starter,281.39,1,15,14.9,1,MISSING,101,2,0,2,0,,0
ACCT-0946,Small,Starter,2543.04,8,11,25.3,4,N/A,172,14,0,2,1,8.0,1
ACCT-0947,Enterprise,Starter,312.18,14,9,43.3,1,7,179,13,0,5,false,7.0,0
ACCT-0948,Enterprise,Starter,264.36,60,13,45.7,1,N/A,316,23,0,2,False,6.0,0
ACCT-0949,Medium,Starter,1652.18,12,19,40.2,1,0,70,48,1,2,0,7.0,0
ACCT-0950,Medium,Starter,872.05,30,23,54.2,3,MISSING,355,30,0,3,True,5.0,0
ACCT-0951,Large,Enterprise,314.08,10,15,48.1,0,9,240,4,0,1,true,8.0,0
ACCT-0952,Small,Pro,791.0,29,8,70.9,5,10,18,2,1,1,false,,0
ACCT-0953,Enterprise,Starter,292.77,16,10,38.5,0,10,337,11,0,3,0,5.0,0
ACCT-0954,Medium,Pro,1604.64,39,13,66.9,0,9,208,3,0,0,true,7.0,0
ACCT-0955,Medium,Starter,1554.79,10,12,20.5,0,MISSING,184,13,0,1,True,9.0,0
ACCT-0956,Medium,Pro,1018.01,17,17,24.5,1,10,260,6,0,4,0,10.0,0
ACCT-0957,Small,Pro,888.32,18,8,26.4,3,MISSING,341,13,0,3,False,1.0,0
ACCT-0958,Small,Pro,2721.53,10,11,66.7,0,10,319,3,0,2,false,9.0,0
ACCT-0959,Large,Pro,664.97,3,7,16.6,0,5,249,6,0,4,true,,0
ACCT-0960,Small,Enterprise,258.4,2,7,34.7,3,MISSING,285,7,1,2,0,1.0,1
ACCT-0961,Medium,Business,952.97,1,15,1.6,3,N/A,46,23,0,1,false,7.0,1
ACCT-0962,Small,Pro,3529.24,37,11,36.2,0,N/A,273,2,1,2,0,3.0,0
ACCT-0963,Medium,Pro,295.36,5,3,28.9,0,MISSING,120,22,0,2,false,8.0,0
ACCT-0964,Small,Pro,498.11,4,9,5.4,0,2,266,13,0,1,true,2.0,0
ACCT-0965,Medium,Starter,928.12,24,16,52.3,2,8,126,11,1,6,False,,0
ACCT-0966,Large,Starter,637.07,7,14,54.4,1,6,167,12,0,2,false,2.0,0
ACCT-0967,Small,Starter,303.13,13,13,40.5,4,10,353,7,1,4,False,4.0,1
ACCT-0968,Medium,Pro,1631.88,3,13,12.4,1,MISSING,256,2,0,3,False,1.0,0
ACCT-0969,Medium,Pro,4255.78,58,7,51.2,1,MISSING,-7,2,0,4,True,10.0,0
ACCT-0970,Large,Starter,778.14,34,17,45.7,3,8,-22,16,1,1,0,5.0,1
ACCT-0971,Enterprise,Enterprise,322.71,36,14,34.1,0,N/A,101,10,0,4,true,3.0,1
ACCT-0972,Large,Enterprise,192.64,9,11,61.3,2,MISSING,46,2,0,1,True,,0
ACCT-0973,Small,Business,817.61,26,10,26.9,1,N/A,195,8,0,1,1,4.0,0
ACCT-0974,Small,Pro,1608.57,3,14,31.5,0,6,100,5,1,0,0,6.0,0
ACCT-0975,Small,Business,972.76,1,19,47.4,1,10,345,1,0,1,True,9.0,0
ACCT-0976,Medium,Starter,663.86,1,12,48.8,1,MISSING,59,6,1,3,false,2.0,0
ACCT-0977,Small,Business,415.13,16,18,38.8,2,MISSING,86,3,0,0,false,7.0,0
ACCT-0978,Medium,Starter,277.62,11,13,61.4,1,10,79,1,0,3,false,3.0,0
ACCT-0979,Medium,Business,1296.99,13,18,7.6,2,MISSING,346,5,1,0,1,1.0,0
ACCT-0980,Small,Starter,1381.63,1,11,83.4,1,5,323,7,0,2,False,9.0,0
ACCT-0981,Large,Business,193.14,10,18,80.5,1,6,240,0,0,3,false,9.0,0
ACCT-0982,Small,Enterprise,2372.91,23,12,55.1,2,MISSING,361,4,0,5,0,4.0,0
ACCT-0983,Small,Starter,1052.85,11,9,49.0,4,4,196,2,0,2,0,9.0,0
ACCT-0984,Large,Pro,2037.9,24,13,36.9,0,5,213,0,1,1,True,7.0,0
ACCT-0985,Medium,Enterprise,227.31,5,12,18.3,2,8,277,1,0,5,False,4.0,1
ACCT-0986,Large,Pro,223.04,30,16,62.3,1,10,24,1,0,1,True,2.0,1
ACCT-0987,Medium,Business,590.41,16,11,22.1,0,10,6,2,0,5,True,5.0,1
ACCT-0988,Small,Pro,994.49,4,14,19.1,4,6,357,13,0,3,false,8.0,1
ACCT-0989,Large,Starter,2799.2,5,18,79.6,0,MISSING,24,5,1,0,True,10.0,0
ACCT-0990,Large,Starter,1170.12,18,14,14.2,2,MISSING,-19,1,0,0,1,,1
ACCT-0991,Large,Starter,547.77,32,18,21.7,0,8,154,1,0,2,0,,0
ACCT-0992,Small,Business,292.63,10,6,44.9,2,8,206,3,1,3,0,5.0,0
ACCT-0993,Medium,Starter,1779.34,5,11,30.2,2,N/A,262,13,3,2,0,,0
ACCT-0994,Medium,Pro,307.43,36,13,58.6,2,10,173,4,0,0,False,6.0,0
ACCT-0995,Small,Pro,2447.38,20,14,29.7,2,8,180,1,1,1,false,3.0,0
ACCT-0996,Enterprise,Pro,529.8,11,10,24.0,0,8,195,4,1,3,false,2.0,0
ACCT-0997,Small,Business,2374.32,12,10,8.3,0,7,-24,6,0,2,True,1.0,0
ACCT-0998,MISSING,Enterprise,1144.98,4,13,54.9,2,6,189,0,0,5,True,9.0,0
ACCT-0999,Medium,Pro,596.1,18,13,72.1,2,8,280,8,1,4,true,1.0,0
ACCT-1000,Small,Business,438.99,8,14,52.7,2,N/A,-3,4,0,1,true,4.0,0
ACCT-1001,Medium,Business,506.37,60,17,67.2,1,N/A,262,0,1,2,false,6.0,0
ACCT-1002,Enterprise,Pro,936.97,12,6,5.7,2,N/A,181,9,0,2,false,9.0,0
ACCT-1003,Large,Enterprise,707.49,12,12,44.4,1,7,158,10,0,3,True,4.0,0
ACCT-1004,Large,Starter,413.62,15,11,30.5,1,N/A,44,8,0,1,1,7.0,0
ACCT-1005,Large,Starter,582.6,45,12,67.0,0,0,211,3,0,2,1,7.0,0
ACCT-1006,Large,Business,708.3,29,13,94.4,1,8,83,6,1,3,0,,0
ACCT-1007,Large,Pro,121.15,11,8,13.3,1,N/A,136,4,0,0,True,9.0,0
ACCT-1008,Small,Business,959.62,23,13,45.2,0,10,75,10,0,2,true,10.0,0
ACCT-1009,Medium,Business,303.76,16,11,71.2,2,8,120,7,1,2,true,7.0,0
ACCT-1010,Small,Starter,264.37,12,8,4.9,1,10,335,1,0,2,1,,1
ACCT-1011,MISSING,Business,172.45,4,13,18.5,1,MISSING,53,8,0,1,false,6.0,0
ACCT-1012,Enterprise,Pro,158.36,11,11,68.0,1,9,181,9,1,1,True,7.0,0
ACCT-1013,Small,Pro,224.9,5,12,76.9,0,N/A,236,4,0,4,0,7.0,0
ACCT-1014,Large,Pro,377.2,44,10,10.7,0,MISSING,291,17,0,1,0,6.0,0
ACCT-1015,Enterprise,Enterprise,3173.55,7,9,54.1,3,N/A,238,15,0,2,false,3.0,0
ACCT-1016,Small,Starter,436.72,55,10,30.6,1,9,146,2,0,0,true,6.0,0
ACCT-1017,Medium,Pro,766.78,14,13,23.3,1,1,240,19,0,1,1,2.0,0
ACCT-1018,Enterprise,Pro,916.34,18,13,57.4,3,7,281,5,0,1,false,10.0,0
ACCT-1019,Small,Business,738.67,14,9,14.8,1,9,151,10,0,1,true,1.0,0
ACCT-1020,Large,Pro,625.18,2,11,15.5,2,N/A,128,13,1,0,true,8.0,0
ACCT-1021,Small,Starter,255.64,8,13,38.1,6,8,158,6,0,1,0,3.0,0
ACCT-1022,Enterprise,Starter,2123.33,2,13,44.7,0,MISSING,155,4,0,2,true,8.0,0
ACCT-1023,MISSING,Starter,2823.57,18,13,72.9,3,6,278,20,0,0,false,,0
ACCT-1024,Enterprise,Business,173.1,11,7,24.5,2,N/A,215,2,0,1,False,2.0,0
ACCT-1025,Medium,Starter,293.18,27,9,21.4,3,8,286,2,0,2,1,8.0,0
ACCT-1026,Enterprise,Starter,531.74,4,11,29.3,1,9,353,4,0,2,true,3.0,0
ACCT-1027,Large,Enterprise,307.47,3,10,28.1,1,MISSING,11,16,1,1,false,8.0,0
ACCT-1028,Small,Starter,997.02,9,13,57.1,4,6,254,22,0,4,0,2.0,0
ACCT-1029,Large,Enterprise,371.44,47,15,41.9,3,3,269,2,1,2,True,4.0,0
ACCT-1030,Small,Pro,3759.51,22,13,14.1,1,9,358,16,0,4,0,9.0,0
ACCT-1031,Medium,Business,1724.06,10,11,46.7,1,9,338,2,0,1,1,1.0,0
ACCT-1032,Small,Starter,788.44,13,16,16.1,1,N/A,331,28,0,2,True,2.0,0
ACCT-1033,Small,Starter,1512.61,2,9,54.5,0,MISSING,263,7,1,4,True,,0
ACCT-1034,Small,Business,1611.18,60,10,5.7,2,2,150,0,0,2,0,9.0,0
ACCT-1035,Large,Business,423.62,20,10,68.4,0,10,340,0,0,5,false,10.0,0
ACCT-1036,Small,Business,346.2,6,18,16.8,2,N/A,355,1,1,2,0,5.0,0
ACCT-1037,Large,Starter,708.05,16,14,54.8,2,MISSING,334,2,0,1,False,4.0,0
ACCT-1038,Small,Business,1325.19,2,13,55.8,3,MISSING,151,12,0,1,false,10.0,0
ACCT-1039,Small,Business,743.41,60,10,18.8,3,N/A,309,2,0,1,false,,1
ACCT-1040,Medium,Pro,188.37,3,12,51.2,2,9,187,28,0,2,1,4.0,0
ACCT-1041,Large,Business,349.93,19,10,54.8,2,4,132,8,0,1,false,7.0,0
ACCT-1042,Small,Business,626.92,5,6,25.8,2,8,15,9,0,2,1,3.0,0
ACCT-1043,Medium,Pro,626.07,23,9,65.8,3,10,61,2,0,4,true,9.0,0
ACCT-1044,Enterprise,Starter,3222.89,27,7,34.7,3,N/A,74,18,0,2,1,,0
ACCT-1045,Medium,Pro,219.47,20,12,11.3,2,10,176,9,0,5,false,,0
ACCT-1046,Small,Starter,996.72,17,12,23.4,3,N/A,297,16,0,3,true,1.0,0
ACCT-1047,Small,Pro,2189.2,40,13,30.4,1,8,108,25,1,4,true,10.0,0
ACCT-1048,Enterprise,Pro,4093.52,1,10,18.5,3,N/A,-2,1,0,1,False,8.0,0
ACCT-1049,Small,Starter,481.3,7,10,12.1,2,4,220,1,0,1,0,2.0,0
ACCT-1050,Enterprise,Starter,985.49,5,11,26.4,0,4,160,13,0,2,false,8.0,0
ACCT-1051,Medium,Starter,1049.23,60,7,50.0,1,4,16,16,0,1,True,4.0,0
ACCT-1052,Enterprise,Business,777.73,9,15,49.7,0,MISSING,336,7,1,3,0,2.0,0
ACCT-1053,Large,Enterprise,614.57,24,8,21.9,6,2,220,4,0,2,false,2.0,0
ACCT-1054,MISSING,Starter,942.73,21,11,15.4,0,MISSING,232,8,0,0,True,6.0,0
ACCT-1055,Medium,Enterprise,87.72,4,11,26.5,0,6,342,3,0,0,0,,0
ACCT-1056,Large,Pro,1147.86,5,20,40.2,0,8,33,2,1,0,False,10.0,0
ACCT-1057,Medium,Starter,735.79,6,16,13.6,1,MISSING,307,5,2,2,false,,1
ACCT-1058,Medium,Starter,556.7,10,16,31.7,1,10,289,2,0,2,0,9.0,0
ACCT-1059,Medium,Pro,3420.32,5,9,37.1,1,5,317,5,0,1,False,5.0,0
ACCT-1060,Enterprise,Business,387.63,1,15,41.7,1,6,237,25,1,3,True,7.0,0
ACCT-1061,MISSING,Business,481.8,38,12,37.2,5,MISSING,-19,15,0,1,1,,0
ACCT-1062,Large,Starter,3272.28,60,9,73.9,3,8,261,23,0,2,false,2.0,0
ACCT-1063,Medium,Starter,341.84,8,11,65.0,2,10,-2,13,0,1,true,8.0,0
ACCT-1064,Medium,Pro,428.34,7,11,89.2,1,8,108,4,1,2,true,,0
ACCT-1065,Large,Starter,591.33,1,14,16.0,1,7,54,13,0,2,False,2.0,0
ACCT-1066,Small,Starter,1303.21,21,10,13.0,1,5,43,21,0,1,1,2.0,1
ACCT-1067,Small,Starter,785.44,31,10,39.5,0,N/A,220,24,0,2,true,4.0,0
ACCT-1068,Medium,Business,236.49,3,10,17.9,1,N/A,193,9,0,0,true,,0
ACCT-1069,Small,Enterprise,434.53,3,9,44.7,0,6,16,2,0,3,false,5.0,0
ACCT-1070,Small,Pro,409.16,28,11,27.6,3,N/A,50,0,0,1,true,5.0,0
ACCT-1071,Small,Enterprise,625.29,17,12,10.0,4,MISSING,90,1,0,3,True,7.0,0
ACCT-1072,Small,Starter,935.12,1,12,51.8,1,MISSING,12,27,0,4,False,4.0,0
ACCT-1073,Small,Pro,929.42,18,10,75.2,0,4,115,5,0,1,0,9.0,0
ACCT-1074,MISSING,Starter,160.64,7,19,32.7,1,7,43,15,1,5,true,4.0,0
ACCT-1075,Medium,Pro,1557.99,8,13,37.1,0,MISSING,22,5,0,0,false,,0
ACCT-1076,Medium,Enterprise,814.08,26,10,44.0,1,5,202,9,0,3,0,3.0,0
ACCT-1077,Large,Pro,2013.49,30,7,45.4,2,0,264,0,1,3,True,6.0,0
ACCT-1078,Small,Starter,948.95,9,8,68.2,0,MISSING,332,2,2,2,0,,0
ACCT-1079,Enterprise,Pro,1605.29,53,9,41.5,0,7,169,5,0,1,true,7.0,0
ACCT-1080,Large,Starter,966.07,9,19,88.4,0,8,131,8,0,0,False,7.0,0
ACCT-1081,Small,Business,1952.72,27,12,55.3,0,8,6,2,0,5,False,,0
ACCT-1082,Medium,Pro,1010.1,12,10,14.3,0,MISSING,66,12,2,0,False,5.0,0
ACCT-1083,Enterprise,Pro,615.03,41,17,28.7,1,7,18,4,0,0,true,4.0,0
ACCT-1084,Enterprise,Pro,4096.74,43,11,22.6,4,MISSING,353,14,0,1,True,10.0,0
ACCT-1085,Medium,Pro,1354.56,2,9,90.3,2,10,-21,1,0,2,1,9.0,0
ACCT-1086,Medium,Starter,1052.58,50,12,31.3,2,9,9,9,0,1,0,2.0,0
ACCT-1087,Small,Pro,239.6,31,15,66.9,3,7,122,3,1,5,False,,1
ACCT-1088,MISSING,Starter,237.31,28,14,17.5,2,6,75,13,0,1,True,,0
ACCT-1089,Small,Business,840.65,4,12,39.6,2,10,10,4,0,2,false,10.0,1
ACCT-1090,Enterprise,Business,747.26,29,11,28.7,3,8,133,9,0,3,false,5.0,0
ACCT-1091,Medium,Business,406.95,34,21,72.4,1,MISSING,227,22,0,1,True,,0
ACCT-1092,Medium,Pro,744.55,6,15,16.5,1,9,180,0,0,1,false,4.0,0
ACCT-1093,Medium,Pro,2370.61,55,10,17.1,2,9,171,0,0,1,false,4.0,0
ACCT-1094,Small,Starter,1160.17,1,11,18.3,0,8,164,12,1,2,False,6.0,0
ACCT-1095,Small,Business,266.99,3,12,24.9,0,N/A,22,8,0,1,true,10.0,0
ACCT-1096,Small,Starter,608.38,14,7,29.8,3,8,116,3,1,2,true,7.0,0
ACCT-1097,Small,Pro,349.33,15,8,47.6,1,6,251,5,0,2,true,7.0,0
ACCT-1098,Large,Starter,487.77,19,18,51.8,0,MISSING,279,0,0,4,true,8.0,0
ACCT-1099,Medium,Starter,477.76,1,14,21.9,2,10,212,2,1,1,True,3.0,0
ACCT-1100,Small,Pro,453.9,58,15,34.8,3,10,20,4,0,3,False,5.0,1
ACCT-1101,MISSING,Starter,243.69,1,16,75.0,4,10,83,14,0,3,True,10.0,0
ACCT-1102,Enterprise,Business,600.57,3,9,67.8,1,N/A,242,5,0,3,0,6.0,0
ACCT-1103,Enterprise,Starter,424.76,1,9,9.4,2,7,89,7,0,3,0,6.0,0
ACCT-1104,MISSING,Starter,63.84,15,9,12.0,0,1,158,17,0,0,false,,0
ACCT-1105,Small,Pro,3437.08,48,13,20.1,1,MISSING,15,3,1,0,False,5.0,0
ACCT-1106,Medium,Starter,1589.25,20,11,43.1,2,4,212,10,1,2,1,5.0,0
ACCT-1107,Large,Starter,492.24,31,7,31.2,5,N/A,280,16,0,2,true,1.0,0
ACCT-1108,Large,Business,675.23,1,14,19.0,1,3,19,2,1,0,0,1.0,0
ACCT-1109,Small,Starter,260.52,14,14,13.3,2,7,300,4,0,1,0,6.0,0
ACCT-1110,Large,Business,2582.67,11,17,49.8,2,2,-20,31,0,0,false,,1
ACCT-1111,Small,Starter,3034.59,12,16,47.8,3,9,17,33,0,1,true,10.0,1
ACCT-1112,Small,Starter,753.97,1,14,50.0,3,10,346,2,0,1,true,5.0,0
ACCT-1113,Medium,Business,1508.43,21,19,28.9,3,5,25,1,0,0,true,10.0,0
ACCT-1114,Medium,Starter,765.27,13,13,70.0,1,7,-23,3,1,1,0,6.0,0
ACCT-1115,Medium,Starter,228.29,26,18,32.4,0,MISSING,-17,4,2,2,1,9.0,0
ACCT-1116,Small,Starter,478.45,12,12,54.8,1,8,184,5,0,5,false,8.0,1
ACCT-1117,Enterprise,Starter,739.18,3,15,24.3,2,MISSING,339,8,0,0,true,7.0,0
ACCT-1118,Small,Business,462.37,19,5,44.6,2,MISSING,214,18,0,0,true,7.0,0
ACCT-1119,Small,Starter,558.4,3,12,70.9,1,MISSING,23,3,0,3,False,6.0,0
ACCT-1120,Enterprise,Business,618.24,37,16,46.7,1,MISSING,242,15,0,6,true,,0
ACCT-1121,MISSING,Business,623.47,17,6,48.4,0,7,358,1,0,2,False,1.0,0
ACCT-1122,Enterprise,Pro,693.54,3,12,23.1,1,MISSING,100,0,0,1,false,7.0,0
ACCT-1123,Large,Enterprise,284.72,59,11,66.5,4,MISSING,-22,6,0,1,false,5.0,1
ACCT-1124,Large,Starter,374.8,13,11,45.6,1,MISSING,181,0,0,1,false,7.0,1
ACCT-1125,Medium,Enterprise,238.01,1,12,24.3,1,0,91,4,0,2,False,6.0,0
ACCT-1126,Small,Starter,1454.26,18,18,34.9,1,MISSING,83,18,0,2,0,8.0,0
ACCT-1127,Medium,Pro,123.41,5,15,55.8,0,N/A,-11,2,0,1,0,3.0,0
ACCT-1128,Medium,Pro,1673.83,29,12,63.5,0,N/A,308,10,1,0,1,,0
ACCT-1129,Small,Starter,2016.42,31,10,66.0,0,3,-10,3,0,2,1,7.0,0
ACCT-1130,Large,Pro,522.31,60,14,16.4,0,6,177,0,0,5,0,1.0,0
ACCT-1131,Medium,Business,82.89,13,12,36.6,1,MISSING,2,7,0,4,0,3.0,0
ACCT-1132,Small,Starter,498.18,11,12,31.8,2,9,102,14,0,1,true,10.0,0
ACCT-1133,Small,Starter,631.85,25,8,23.9,2,8,160,4,0,3,false,4.0,0
ACCT-1134,Large,Business,296.34,3,9,50.9,1,MISSING,-5,8,1,2,0,9.0,1
ACCT-1135,Small,Pro,440.46,14,15,75.2,0,3,333,18,0,2,True,,0
ACCT-1136,Enterprise,Enterprise,2262.34,14,9,31.1,2,8,58,12,0,3,0,,0
ACCT-1137,Medium,Business,1132.23,2,15,22.9,0,7,61,2,0,1,true,5.0,0
ACCT-1138,Medium,Enterprise,317.46,10,11,54.1,2,7,2,11,1,6,0,3.0,0
ACCT-1139,Medium,Business,185.29,35,14,35.9,2,7,207,6,1,5,1,5.0,0
ACCT-1140,Large,Starter,512.03,35,16,8.7,2,5,-13,11,0,2,1,7.0,1
